Position,Train_Raw_Column,Test_Raw_Column,Train_Sanitized_Column,Test_Sanitized_Column,Feature_Kind,Status
596,行驶车辆所在车道(FSTREIF)_28-使用直行车道直行,行驶车辆所在车道(FSTREIF)_28-使用直行车道直行,行驶车辆所在车道_FSTREIF_28-使用直行车道直行,行驶车辆所在车道_FSTREIF_28-使用直行车道直行,categorical_dummy_or_binary,aligned
597,行驶车辆所在车道(FSTREIF)_29-使用直行车道左转,行驶车辆所在车道(FSTREIF)_29-使用直行车道左转,行驶车辆所在车道_FSTREIF_29-使用直行车道左转,行驶车辆所在车道_FSTREIF_29-使用直行车道左转,categorical_dummy_or_binary,aligned
598,行驶车辆所在车道(FSTREIF)_3-单向车道(单车道),行驶车辆所在车道(FSTREIF)_3-单向车道(单车道),行驶车辆所在车道_FSTREIF_3-单向车道_单车道,行驶车辆所在车道_FSTREIF_3-单向车道_单车道,categorical_dummy_or_binary,aligned
599,行驶车辆所在车道(FSTREIF)_30-使用右/直车道右转,行驶车辆所在车道(FSTREIF)_30-使用右/直车道右转,行驶车辆所在车道_FSTREIF_30-使用右/直车道右转,行驶车辆所在车道_FSTREIF_30-使用右/直车道右转,categorical_dummy_or_binary,aligned
600,行驶车辆所在车道(FSTREIF)_31-使用右/直车道直行,行驶车辆所在车道(FSTREIF)_31-使用右/直车道直行,行驶车辆所在车道_FSTREIF_31-使用右/直车道直行,行驶车辆所在车道_FSTREIF_31-使用右/直车道直行,categorical_dummy_or_binary,aligned
601,行驶车辆所在车道(FSTREIF)_32-使用右/直车道左转,行驶车辆所在车道(FSTREIF)_32-使用右/直车道左转,行驶车辆所在车道_FSTREIF_32-使用右/直车道左转,行驶车辆所在车道_FSTREIF_32-使用右/直车道左转,categorical_dummy_or_binary,aligned
602,行驶车辆所在车道(FSTREIF)_34-使用左/直车道直行,行驶车辆所在车道(FSTREIF)_34-使用左/直车道直行,行驶车辆所在车道_FSTREIF_34-使用左/直车道直行,行驶车辆所在车道_FSTREIF_34-使用左/直车道直行,categorical_dummy_or_binary,aligned
603,行驶车辆所在车道(FSTREIF)_35-使用左/直车道左转,行驶车辆所在车道(FSTREIF)_35-使用左/直车道左转,行驶车辆所在车道_FSTREIF_35-使用左/直车道左转,行驶车辆所在车道_FSTREIF_35-使用左/直车道左转,categorical_dummy_or_binary,aligned
604,行驶车辆所在车道(FSTREIF)_4-两车道的右侧车道,行驶车辆所在车道(FSTREIF)_4-两车道的右侧车道,行驶车辆所在车道_FSTREIF_4-两车道的右侧车道,行驶车辆所在车道_FSTREIF_4-两车道的右侧车道,categorical_dummy_or_binary,aligned
605,行驶车辆所在车道(FSTREIF)_40-使用右侧自行车道直行,行驶车辆所在车道(FSTREIF)_40-使用右侧自行车道直行,行驶车辆所在车道_FSTREIF_40-使用右侧自行车道直行,行驶车辆所在车道_FSTREIF_40-使用右侧自行车道直行,categorical_dummy_or_binary,aligned
606,行驶车辆所在车道(FSTREIF)_41-使用左侧自行车道直行,行驶车辆所在车道(FSTREIF)_41-使用左侧自行车道直行,行驶车辆所在车道_FSTREIF_41-使用左侧自行车道直行,行驶车辆所在车道_FSTREIF_41-使用左侧自行车道直行,categorical_dummy_or_binary,aligned
607,行驶车辆所在车道(FSTREIF)_42-使用右侧自行车道右转,行驶车辆所在车道(FSTREIF)_42-使用右侧自行车道右转,行驶车辆所在车道_FSTREIF_42-使用右侧自行车道右转,行驶车辆所在车道_FSTREIF_42-使用右侧自行车道右转,categorical_dummy_or_binary,aligned
608,行驶车辆所在车道(FSTREIF)_43-使用右侧自行车道左转,行驶车辆所在车道(FSTREIF)_43-使用右侧自行车道左转,行驶车辆所在车道_FSTREIF_43-使用右侧自行车道左转,行驶车辆所在车道_FSTREIF_43-使用右侧自行车道左转,categorical_dummy_or_binary,aligned
609,行驶车辆所在车道(FSTREIF)_44-使用左侧自行车道右转,行驶车辆所在车道(FSTREIF)_44-使用左侧自行车道右转,行驶车辆所在车道_FSTREIF_44-使用左侧自行车道右转,行驶车辆所在车道_FSTREIF_44-使用左侧自行车道右转,categorical_dummy_or_binary,aligned
610,行驶车辆所在车道(FSTREIF)_45-使用左侧自行车道左转,行驶车辆所在车道(FSTREIF)_45-使用左侧自行车道左转,行驶车辆所在车道_FSTREIF_45-使用左侧自行车道左转,行驶车辆所在车道_FSTREIF_45-使用左侧自行车道左转,categorical_dummy_or_binary,aligned
611,行驶车辆所在车道(FSTREIF)_46-两轮车横穿道路(例如人行横道),行驶车辆所在车道(FSTREIF)_46-两轮车横穿道路(例如人行横道),行驶车辆所在车道_FSTREIF_46-两轮车横穿道路_例如人行横道,行驶车辆所在车道_FSTREIF_46-两轮车横穿道路_例如人行横道,categorical_dummy_or_binary,aligned
612,行驶车辆所在车道(FSTREIF)_47-使用人行道,行驶车辆所在车道(FSTREIF)_47-使用人行道,行驶车辆所在车道_FSTREIF_47-使用人行道,行驶车辆所在车道_FSTREIF_47-使用人行道,categorical_dummy_or_binary,aligned
613,行驶车辆所在车道(FSTREIF)_5-两车道的左侧车道,行驶车辆所在车道(FSTREIF)_5-两车道的左侧车道,行驶车辆所在车道_FSTREIF_5-两车道的左侧车道,行驶车辆所在车道_FSTREIF_5-两车道的左侧车道,categorical_dummy_or_binary,aligned
614,行驶车辆所在车道(FSTREIF)_6-三车道或多车道的右侧车道,行驶车辆所在车道(FSTREIF)_6-三车道或多车道的右侧车道,行驶车辆所在车道_FSTREIF_6-三车道或多车道的右侧车道,行驶车辆所在车道_FSTREIF_6-三车道或多车道的右侧车道,categorical_dummy_or_binary,aligned
615,行驶车辆所在车道(FSTREIF)_7-三车道或多车道的中间车道,行驶车辆所在车道(FSTREIF)_7-三车道或多车道的中间车道,行驶车辆所在车道_FSTREIF_7-三车道或多车道的中间车道,行驶车辆所在车道_FSTREIF_7-三车道或多车道的中间车道,categorical_dummy_or_binary,aligned
616,行驶车辆所在车道(FSTREIF)_8-其他,行驶车辆所在车道(FSTREIF)_8-其他,行驶车辆所在车道_FSTREIF_8-其他,行驶车辆所在车道_FSTREIF_8-其他,categorical_dummy_or_binary,aligned
617,行驶车辆所在车道(FSTREIF)_MISSING_OR_UNKNOWN,行驶车辆所在车道(FSTREIF)_MISSING_OR_UNKNOWN,行驶车辆所在车道_FSTREIF_MISSING_OR_UNKNOWN,行驶车辆所在车道_FSTREIF_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
618,超车(UEBERHOL)_0-停放车辆,超车(UEBERHOL)_0-停放车辆,超车_UEBERHOL_0-停放车辆,超车_UEBERHOL_0-停放车辆,categorical_dummy_or_binary,aligned
619,超车(UEBERHOL)_10-车辆在左侧被超车,超车(UEBERHOL)_10-车辆在左侧被超车,超车_UEBERHOL_10-车辆在左侧被超车,超车_UEBERHOL_10-车辆在左侧被超车,categorical_dummy_or_binary,aligned
620,超车(UEBERHOL)_11-车辆在右侧被超车,超车(UEBERHOL)_11-车辆在右侧被超车,超车_UEBERHOL_11-车辆在右侧被超车,超车_UEBERHOL_11-车辆在右侧被超车,categorical_dummy_or_binary,aligned
621,超车(UEBERHOL)_2-未超车,超车(UEBERHOL)_2-未超车,超车_UEBERHOL_2-未超车,超车_UEBERHOL_2-未超车,categorical_dummy_or_binary,aligned
622,超车(UEBERHOL)_3-在对向行驶车道超车,超车(UEBERHOL)_3-在对向行驶车道超车,超车_UEBERHOL_3-在对向行驶车道超车,超车_UEBERHOL_3-在对向行驶车道超车,categorical_dummy_or_binary,aligned
623,超车(UEBERHOL)_4-在多车道道路超车,超车(UEBERHOL)_4-在多车道道路超车,超车_UEBERHOL_4-在多车道道路超车,超车_UEBERHOL_4-在多车道道路超车,categorical_dummy_or_binary,aligned
624,超车(UEBERHOL)_5-车辆通过一辆静止(没停放)车辆,超车(UEBERHOL)_5-车辆通过一辆静止(没停放)车辆,超车_UEBERHOL_5-车辆通过一辆静止_没停放_车辆,超车_UEBERHOL_5-车辆通过一辆静止_没停放_车辆,categorical_dummy_or_binary,aligned
625,超车(UEBERHOL)_6-在自己的车道上超车(如自行车),超车(UEBERHOL)_6-在自己的车道上超车(如自行车),超车_UEBERHOL_6-在自己的车道上超车_如自行车,超车_UEBERHOL_6-在自己的车道上超车_如自行车,categorical_dummy_or_binary,aligned
626,超车(UEBERHOL)_7-右侧超车,超车(UEBERHOL)_7-右侧超车,超车_UEBERHOL_7-右侧超车,超车_UEBERHOL_7-右侧超车,categorical_dummy_or_binary,aligned
627,超车(UEBERHOL)_MISSING_OR_UNKNOWN,超车(UEBERHOL)_MISSING_OR_UNKNOWN,超车_UEBERHOL_MISSING_OR_UNKNOWN,超车_UEBERHOL_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
628,行驶方向的车道数(FSPUR)_0-0,行驶方向的车道数(FSPUR)_0-0,行驶方向的车道数_FSPUR_0-0,行驶方向的车道数_FSPUR_0-0,categorical_dummy_or_binary,aligned
629,行驶方向的车道数(FSPUR)_1-1,行驶方向的车道数(FSPUR)_1-1,行驶方向的车道数_FSPUR_1-1,行驶方向的车道数_FSPUR_1-1,categorical_dummy_or_binary,aligned
630,行驶方向的车道数(FSPUR)_2-2,行驶方向的车道数(FSPUR)_2-2,行驶方向的车道数_FSPUR_2-2,行驶方向的车道数_FSPUR_2-2,categorical_dummy_or_binary,aligned
631,行驶方向的车道数(FSPUR)_3-3,行驶方向的车道数(FSPUR)_3-3,行驶方向的车道数_FSPUR_3-3,行驶方向的车道数_FSPUR_3-3,categorical_dummy_or_binary,aligned
632,行驶方向的车道数(FSPUR)_4-4,行驶方向的车道数(FSPUR)_4-4,行驶方向的车道数_FSPUR_4-4,行驶方向的车道数_FSPUR_4-4,categorical_dummy_or_binary,aligned
633,行驶方向的车道数(FSPUR)_5-5,行驶方向的车道数(FSPUR)_5-5,行驶方向的车道数_FSPUR_5-5,行驶方向的车道数_FSPUR_5-5,categorical_dummy_or_binary,aligned
634,行驶方向的车道数(FSPUR)_9-9,行驶方向的车道数(FSPUR)_9-9,行驶方向的车道数_FSPUR_9-9,行驶方向的车道数_FSPUR_9-9,categorical_dummy_or_binary,aligned
635,行驶方向的车道数(FSPUR)_99-未知,行驶方向的车道数(FSPUR)_99-未知,行驶方向的车道数_FSPUR_99-未知,行驶方向的车道数_FSPUR_99-未知,categorical_dummy_or_binary,aligned
636,行驶方向的车道数(FSPUR)_MISSING_OR_UNKNOWN,行驶方向的车道数(FSPUR)_MISSING_OR_UNKNOWN,行驶方向的车道数_FSPUR_MISSING_OR_UNKNOWN,行驶方向的车道数_FSPUR_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
637,对向车道数(FSPURG)_0-0,对向车道数(FSPURG)_0-0,对向车道数_FSPURG_0-0,对向车道数_FSPURG_0-0,categorical_dummy_or_binary,aligned
638,对向车道数(FSPURG)_1-1,对向车道数(FSPURG)_1-1,对向车道数_FSPURG_1-1,对向车道数_FSPURG_1-1,categorical_dummy_or_binary,aligned
639,对向车道数(FSPURG)_2-2,对向车道数(FSPURG)_2-2,对向车道数_FSPURG_2-2,对向车道数_FSPURG_2-2,categorical_dummy_or_binary,aligned
640,对向车道数(FSPURG)_3-3,对向车道数(FSPURG)_3-3,对向车道数_FSPURG_3-3,对向车道数_FSPURG_3-3,categorical_dummy_or_binary,aligned
641,对向车道数(FSPURG)_4-4,对向车道数(FSPURG)_4-4,对向车道数_FSPURG_4-4,对向车道数_FSPURG_4-4,categorical_dummy_or_binary,aligned
642,对向车道数(FSPURG)_6-6,对向车道数(FSPURG)_6-6,对向车道数_FSPURG_6-6,对向车道数_FSPURG_6-6,categorical_dummy_or_binary,aligned
643,对向车道数(FSPURG)_MISSING_OR_UNKNOWN,对向车道数(FSPURG)_MISSING_OR_UNKNOWN,对向车道数_FSPURG_MISSING_OR_UNKNOWN,对向车道数_FSPURG_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
644,不同行驶方向车道的隔离方法(MARK)_0-不适用,不同行驶方向车道的隔离方法(MARK)_0-不适用,不同行驶方向车道的隔离方法_MARK_0-不适用,不同行驶方向车道的隔离方法_MARK_0-不适用,categorical_dummy_or_binary,aligned
645,不同行驶方向车道的隔离方法(MARK)_1-隔离，具体未知,不同行驶方向车道的隔离方法(MARK)_1-隔离，具体未知,不同行驶方向车道的隔离方法_MARK_1-隔离，具体未知,不同行驶方向车道的隔离方法_MARK_1-隔离，具体未知,categorical_dummy_or_binary,aligned
646,不同行驶方向车道的隔离方法(MARK)_10-中央绿化带,不同行驶方向车道的隔离方法(MARK)_10-中央绿化带,不同行驶方向车道的隔离方法_MARK_10-中央绿化带,不同行驶方向车道的隔离方法_MARK_10-中央绿化带,categorical_dummy_or_binary,aligned
647,不同行驶方向车道的隔离方法(MARK)_11-防撞栏,不同行驶方向车道的隔离方法(MARK)_11-防撞栏,不同行驶方向车道的隔离方法_MARK_11-防撞栏,不同行驶方向车道的隔离方法_MARK_11-防撞栏,categorical_dummy_or_binary,aligned
648,不同行驶方向车道的隔离方法(MARK)_13-单行道,不同行驶方向车道的隔离方法(MARK)_13-单行道,不同行驶方向车道的隔离方法_MARK_13-单行道,不同行驶方向车道的隔离方法_MARK_13-单行道,categorical_dummy_or_binary,aligned
649,不同行驶方向车道的隔离方法(MARK)_2-未隔离,不同行驶方向车道的隔离方法(MARK)_2-未隔离,不同行驶方向车道的隔离方法_MARK_2-未隔离,不同行驶方向车道的隔离方法_MARK_2-未隔离,categorical_dummy_or_binary,aligned
650,不同行驶方向车道的隔离方法(MARK)_3-单虚线,不同行驶方向车道的隔离方法(MARK)_3-单虚线,不同行驶方向车道的隔离方法_MARK_3-单虚线,不同行驶方向车道的隔离方法_MARK_3-单虚线,categorical_dummy_or_binary,aligned
651,不同行驶方向车道的隔离方法(MARK)_4-单实线,不同行驶方向车道的隔离方法(MARK)_4-单实线,不同行驶方向车道的隔离方法_MARK_4-单实线,不同行驶方向车道的隔离方法_MARK_4-单实线,categorical_dummy_or_binary,aligned
652,不同行驶方向车道的隔离方法(MARK)_5-双实线,不同行驶方向车道的隔离方法(MARK)_5-双实线,不同行驶方向车道的隔离方法_MARK_5-双实线,不同行驶方向车道的隔离方法_MARK_5-双实线,categorical_dummy_or_binary,aligned
653,不同行驶方向车道的隔离方法(MARK)_6-虚实线（一虚一实）,不同行驶方向车道的隔离方法(MARK)_6-虚实线（一虚一实）,不同行驶方向车道的隔离方法_MARK_6-虚实线（一虚一实）,不同行驶方向车道的隔离方法_MARK_6-虚实线（一虚一实）,categorical_dummy_or_binary,aligned
654,不同行驶方向车道的隔离方法(MARK)_7-双虚线,不同行驶方向车道的隔离方法(MARK)_7-双虚线,不同行驶方向车道的隔离方法_MARK_7-双虚线,不同行驶方向车道的隔离方法_MARK_7-双虚线,categorical_dummy_or_binary,aligned
655,不同行驶方向车道的隔离方法(MARK)_8-其他,不同行驶方向车道的隔离方法(MARK)_8-其他,不同行驶方向车道的隔离方法_MARK_8-其他,不同行驶方向车道的隔离方法_MARK_8-其他,categorical_dummy_or_binary,aligned
656,不同行驶方向车道的隔离方法(MARK)_MISSING_OR_UNKNOWN,不同行驶方向车道的隔离方法(MARK)_MISSING_OR_UNKNOWN,不同行驶方向车道的隔离方法_MARK_MISSING_OR_UNKNOWN,不同行驶方向车道的隔离方法_MARK_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
657,中央隔离带的视觉防护板或防炫板(BLENDSCH)_0-不适用(与对向车道没有结构隔离),中央隔离带的视觉防护板或防炫板(BLENDSCH)_0-不适用(与对向车道没有结构隔离),中央隔离带的视觉防护板或防炫板_BLENDSCH_0-不适用_与对向车道没有结构隔离,中央隔离带的视觉防护板或防炫板_BLENDSCH_0-不适用_与对向车道没有结构隔离,categorical_dummy_or_binary,aligned
658,中央隔离带的视觉防护板或防炫板(BLENDSCH)_2-不存在,中央隔离带的视觉防护板或防炫板(BLENDSCH)_2-不存在,中央隔离带的视觉防护板或防炫板_BLENDSCH_2-不存在,中央隔离带的视觉防护板或防炫板_BLENDSCH_2-不存在,categorical_dummy_or_binary,aligned
659,中央隔离带的视觉防护板或防炫板(BLENDSCH)_MISSING_OR_UNKNOWN,中央隔离带的视觉防护板或防炫板(BLENDSCH)_MISSING_OR_UNKNOWN,中央隔离带的视觉防护板或防炫板_BLENDSCH_MISSING_OR_UNKNOWN,中央隔离带的视觉防护板或防炫板_BLENDSCH_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
660,视线障碍(SICHTBV)_0-不适用,视线障碍(SICHTBV)_0-不适用,视线障碍_SICHTBV_0-不适用,视线障碍_SICHTBV_0-不适用,categorical_dummy_or_binary,aligned
661,视线障碍(SICHTBV)_1-是，具体未知,视线障碍(SICHTBV)_1-是，具体未知,视线障碍_SICHTBV_1-是，具体未知,视线障碍_SICHTBV_1-是，具体未知,categorical_dummy_or_binary,aligned
662,视线障碍(SICHTBV)_2-否,视线障碍(SICHTBV)_2-否,视线障碍_SICHTBV_2-否,视线障碍_SICHTBV_2-否,categorical_dummy_or_binary,aligned
663,视线障碍(SICHTBV)_3-非长期的,视线障碍(SICHTBV)_3-非长期的,视线障碍_SICHTBV_3-非长期的,视线障碍_SICHTBV_3-非长期的,categorical_dummy_or_binary,aligned
664,视线障碍(SICHTBV)_4-长期的,视线障碍(SICHTBV)_4-长期的,视线障碍_SICHTBV_4-长期的,视线障碍_SICHTBV_4-长期的,categorical_dummy_or_binary,aligned
665,视线障碍(SICHTBV)_8-其他,视线障碍(SICHTBV)_8-其他,视线障碍_SICHTBV_8-其他,视线障碍_SICHTBV_8-其他,categorical_dummy_or_binary,aligned
666,视线障碍(SICHTBV)_MISSING_OR_UNKNOWN,视线障碍(SICHTBV)_MISSING_OR_UNKNOWN,视线障碍_SICHTBV_MISSING_OR_UNKNOWN,视线障碍_SICHTBV_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
667,视线障碍的类型(SICHTV)_0-不适用,视线障碍的类型(SICHTV)_0-不适用,视线障碍的类型_SICHTV_0-不适用,视线障碍的类型_SICHTV_0-不适用,categorical_dummy_or_binary,aligned
668,视线障碍的类型(SICHTV)_2-无,视线障碍的类型(SICHTV)_2-无,视线障碍的类型_SICHTV_2-无,视线障碍的类型_SICHTV_2-无,categorical_dummy_or_binary,aligned
669,视线障碍的类型(SICHTV)_3-由于停放的车辆,视线障碍的类型(SICHTV)_3-由于停放的车辆,视线障碍的类型_SICHTV_3-由于停放的车辆,视线障碍的类型_SICHTV_3-由于停放的车辆,categorical_dummy_or_binary,aligned
